"hmrc_code","measure","code_description"
"40221910","KG","Milk and cream in solid forms, of a fat content by weight of > 27%, unsweetened, in immediate packings of <= 2,5 kg"
"40221990","KG","Milk and cream in solid forms, of a fat content by weight of > 27%, unsweetened, in immediate packings of > 2,5 kg"
"40229110","KG","Special milk for infants, in solid forms, sweetened, of a fat content by weight of > 10% but <= 27%, in hermetically sealed containers of <= 500 g"
"40229150","KG","Milk and cream in solid forms, of a fat content by weight of <= 27% but > 1,5%, sweetened, in immediate packings of <= 2,5 kg (excl. for infants in hermetically sealed containers of <= 500 g)"
"40229190","KG","Milk and cream in solid forms, of a fat content by weight of <= 27% but > 1,5%, sweetened, in immediate packings of > 2,5 kg"
"40229910","KG","Milk and cream in solid forms, of a fat content by weight of > 27%, sweetened, in immediate packings of <= 2,5 kg"
"40229990","KG","Milk and cream in solid forms, of a fat content by weight of > 27%, sweetened, in immediate packings of > 2,5 kg"
"40291100","KG","Milk and cream, concentrated, of a fat content by weight of <= 8%, unsweetened (excl. in solid forms)"
"40291300","KG","Milk and cream, concentrated, of a fat content by weight of > 8% but <= 10%, unsweetened (excl. in solid forms)"
"40291510","KG","Milk and cream, concentrated, of a fat content by weight of > 10% but <= 45%, unsweetened, in immediate packings of <= 2,5 kg (excl. in solid forms)"
"40291590","KG","Milk and cream, concentrated, of a fat content by weight of > 10% but <= 45%, unsweetened, in immediate packings of > 2,5 kg (excl. in solid forms)"
"40291910","KG","Milk and cream, concentrated, of a fat content by weight of > 45%, unsweetened, in immediate packings of <= 2,5 kg (excl. in solid forms)"
"40291990","KG","Milk and cream, concentrated, of a fat content by weight of > 45%, unsweetened, in immediate packings of > 2,5 kg (excl. in solid forms)"
"40299100","KG","Milk and cream, concentrated, of a fat content by weight of <= 9,5%, sweetened (excl. in solid forms)"
"40310590","KG","Yogurt, whether or not concentrated, flavoured or with added fruit, nuts or cocoa, sweetened, in solid forms, of a milkfat content by weight of > 27%"
"40310910","KG","Yogurt, whether or not concentrated, flavoured or with added fruit, nuts or cocoa, sweetened, of a milkfat content by weight of <= 3% (excl. in solid forms)"
"40310930","KG","Yogurt, whether or not concentrated, flavoured or with added fruit, nuts or cocoa, sweetened, of a milkfat content by weight of > 3% but <= 6% (excl. in solid forms)"
"40310990","KG","Yogurt, whether or not concentrated, flavoured or with added fruit, nuts or cocoa, sweetened, of a milkfat content by weight of > 6% (excl. in solid forms)"
"40390110","KG","Buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream in solid forms, unsweetened, with a fat content by weight of <= 1,5% (excl. yogurt, flavoured or with added fruit, nuts or cocoa)"
"40390130","KG","Buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream in solid forms, unsweetened, with a fat content by weight of > 1,5% but <= 27% (excl. yogurt, flavoured or with added fruit, nuts or cocoa)"
"40390190","KG","Buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream in solid forms, unsweetened, with a fat content by weight of > 27% (excl. yogurt, flavoured or with added fruit, nuts or cocoa)"
"40390310","KG","Buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream in solid forms, sweetened, with a fat content by weight of <= 1,5% (excl. yogurt, flavoured or with added fruit, nuts or cocoa)"
"40390330","KG","Buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream in solid forms, sweetened, with a fat content by weight of > 1,5% but <= 27% (excl. yogurt, flavoured or with added fruit, nuts or cocoa)"
"40390390","KG","Buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream in solid forms, sweetened, with a fat content by weight of > 27% (excl. yogurt, flavoured or with added fruit, nuts or cocoa)"
"40390510","KG","Buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated, unsweetened, with a fat content by weight of <= 3% (excl. in solid forms, yogurt, flavoured or with added fruit, nuts or cocoa)"
"40390530","KG","Buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated, unsweetened, with a fat content by weight of > 3% but <= 6% (excl. in solid forms, yogurt, flavoured or with added fruit, nuts or coco"
"40390590","KG","Buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated, unsweetened, with a fat content by weight of > 6% (excl. in solid forms, yogurt, flavoured or with added fruit, nuts or cocoa)"
"30789100","KG","Abalone ""Haliotis spp."", smoked, even in shell, even cooked but not otherwise prepared"
"30789900","KG","Abalone ""Haliotis spp."", frozen, dried, salted or in brine, even in shell (excl. smoked)"
"40390610","KG","Buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated, sweetened, with a fat content by weight of <= 3% (excl. in solid forms, yogurt, flavoured or with added fruit, nuts or cocoa)"
"40390630","KG","Buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated, sweetened, with a fat content by weight of > 3% but <= 6% (excl. in solid forms, yogurt, flavoured or with added fruit, nuts or cocoa)"
"40390690","KG","Buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated, sweetened, with a fat content by weight of > 6% (excl. in solid forms, yogurt, flavoured or with added fruit, nuts or cocoa)"
"40390710","KG","Buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, flavoured or with added fruit, nuts or cocoa, whether or not sweetened, in solid forms, with a fat content by weight of <= 1,5% (excl. yogurt)"
"40390730","KG","Buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, flavoured or with added fruit, nuts or cocoa, whether or not sweetened, in solid forms, with a fat content by weight of > 1,5% but <= 27% (excl. yogurt)"
"40390790","KG","Buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, flavoured or with added fruit, nuts or cocoa, whether or not sweetened, in solid forms, with a fat content by weight of > 27% (excl. yogurt)"
"40390910","KG","Buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated, flavoured or with added fruit, nuts or cocoa, whether or not sweetened, with a fat content by weight of <= 3% (excl. in solid forms an"
"40390930","KG","Buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated, flavoured or with added fruit, nuts or cocoa, whether or not sweetened, with a fat content by weight of > 3% but <= 6% (excl. in solid"
"40390990","KG","Buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated, flavoured or with added fruit, nuts or cocoa, whether or not sweetened, with a fat content by weight of > 6% (excl. in solid forms and"
"40410020","KG","Whey and modified whey, in powder, granules or other solid forms, without added sugar or other sweetening matter, of a protein content ""nitrogen content x 6.38"" of <= 15% by weight and a fat content, by weight, of <= 1,5%"
"40410040","KG","Whey and modified whey, in powder, granules or other solid forms, without added sugar or other sweetening matter, of a protein content ""nitrogen content x 6.38"" of <= 15% by weight and a fat content, by weight, of > 1,5 and <= 27%"
"40410060","KG","Whey and modified whey, in powder, granules or other solid forms, without added sugar or other sweetening matter, of a protein content ""nitrogen content x 6.38"" of <= 15% by weight and a fat content, by weight, of > 27%"
"40410120","KG","Whey and modified whey, in powder, granules or other solid forms, without added sugar or other sweetening matter, of a protein content ""nitrogen content x 6.38"" of > 15% by weight and a fat content, by weight, of <= 1,5%"
"40410140","KG","Whey and modified whey, in powder, granules or other solid forms, without added sugar or other sweetening matter, of a protein content ""nitrogen content x 6.38"" of > 15% by weight and a fat content, by weight, of > 1,5% and <= 27%"
"40410160","KG","Whey and modified whey, in powder, granules or other solid forms, without added sugar or other sweetening matter, of a protein content ""nitrogen content x 6.38"" of > 15% by weight and a fat content, by weight, of > 27%"
"30791000","KG","Live, fresh or chilled molluscs, fit for human consumption, even in shell (excl. oysters, scallops of the ..."
"40410260","KG","Whey and modified whey, in powder, granules or other solid forms, with added sugar or other sweetening matter, of a protein content ""nitrogen content x 6.38"" of <= 15% by weight and a fat content, by weight, of <= 1,5%"
"40410280","KG","Whey and modified whey, in powder, granules or other solid forms, with added sugar or other sweetening matter, of a protein content ""nitrogen content x 6.38"" of <= 15% by weight and a fat content, by weight, of > 1,5% and <= 27%"
"40410320","KG","Whey and modified whey, in powder, granules or other solid forms, with added sugar or other sweetening matter, of a protein content ""nitrogen content x 6.38"" of <= 15% by weight and a fat content, by weight, of > 27%"
"40410340","KG","Whey and modified whey, in powder, granules or other solid forms, with added sugar or other sweetening matter, of a protein content ""nitrogen content x 6.38"" of > 15% by weight and a fat content, by weight, of <= 1,5%"
"40410360","KG","Whey and modified whey, in powder, granules or other solid forms, with added sugar or other sweetening matter, of a protein content ""nitrogen content x 6.38"" of > 15% by weight and a fat content, by weight, of > 1,5% and <= 27%"
"40410380","KG","Whey and modified whey, in powder, granules or other solid forms, with added sugar or other sweetening matter, of a protein content ""nitrogen content x 6.38"" of > 15% by weight and a fat content, by weight, of > 27%"
"40410480","KG","Whey and modified whey, whether or not concentrated, not containing added sugar or other sweetening matter, of a protein content ""nitrogen content x 6.38"", by weight of <= 15% and of a fat content, by weight, of <= 1,5% (excl. in powder, granules or other"
"40410520","KG","Whey and modified whey, whether or not concentrated, not containing added sugar or other sweetening matter, of a protein content ""nitrogen content x 6.38"", by weight of <= 15% and of a fat content, by weight, of > 1,5% and <= 27% (excl. in powder, granule"
"40410540","KG","Whey and modified whey, whether or not concentrated, not containing added sugar or other sweetening matter, of a protein content ""nitrogen content x 6.38"", by weight of <= 15% and of a fat content, by weight, of > 27% (excl. in powder, granules or other s"
"40410560","KG","Whey and modified whey, whether or not concentrated, not containing added sugar or other sweetening matter, of a protein content ""nitrogen content x 6.38"", by weight of > 15% and of a fat content, by weight, of <= 1,5% (excl. in powder, granules or other "
"40410580","KG","Whey and modified whey, whether or not concentrated, not containing added sugar or other sweetening matter, of a protein content ""nitrogen content x 6.38"", by weight of > 15% and of a fat content, by weight, of > 1,5% and <= 27% (excl. in powder, granules"
"40410620","KG","Whey and modified whey, whether or not concentrated, not containing added sugar or other sweetening matter, of a protein content ""nitrogen content x 6.38"", by weight of > 15% and of a fat content, by weight, of > 27% (excl. in powder, granules or other so"
"40410720","KG","Whey and modified whey, whether or not concentrated, containing added sugar or other sweetening matter, of a protein content ""nitrogen content x 6.38"", by weight of <= 15% and of a fat content, by weight, of <= 1,5% (excl. in powder, granules or other sol"
"40410740","KG","Whey and modified whey, whether or not concentrated, containing added sugar or other sweetening matter, of a protein content ""nitrogen content x 6.38"", by weight of <= 15% and of a fat content, by weight, of > 1,5% and <= 27% (excl. in powder, granules or"
